index,count_matched,matched_0,matched_1,matched_2,matched_3,matched_4,matched_5,matched_6,matched_7,matched_8,matched_9,matched_10,matched_11,matched_12,matched_13,matched_14,matched_15,matched_16,matched_17,matched_18,matched_19,matched_20,matched_21,matched_22,matched_23,matched_24,matched_25,matched_26,matched_27,matched_28,matched_29,matched_30,matched_31,matched_32,matched_33,matched_34,matched_35,matched_36,matched_37,matched_38,matched_39,matched_40,matched_41,matched_42,matched_43,matched_44,matched_45,adjacent_0,adjacent_1,adjacent_2,adjacent_3,adjacent_4,adjacent_5,belong_0,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_11,belong_12,belong_13,belong_14,belong_15,belong_16,belong_17,belong_18,belong_19,belong_20,belong_21,belong_22,belong_23,belong_24,belong_25,belong_26,belong_27,belong_28,belong_29,belong_30,belong_31,belong_32
w85513470,4.0,DEBY_LOD2_4906083_d4b82b2a-56d5-48da-a14f-19cd451b90ba_2,DEBY_LOD2_4906084_f63091e2-eb70-44fe-ba1e-b73d33f872cf_2,DEBY_LOD2_4906081_050cae82-064e-4802-b490-166549905230,DEBY_LOD2_4906082_d86d3aa5-8a31-4583-bdcd-1fa167b05180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_60193_42f633a4-9a9f-4b90-8393-abaf92c9c64c,DEBY_LOD2_4906845_2e34a130-f19b-4d94-8e56-02b4fbc190d3_2,DEBY_LOD2_4906847_87c416ee-2091-4557-accd-8d08e7b2b93e,DEBY_LOD2_4906848_995ac8cd-d2bb-4f47-9fc9-f92c58f521cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1274415,9.0,DEBY_LOD2_4906850_ad8c1901-5cc0-469c-9327-0266482b4219,DEBY_LOD2_4906092_1ff9831c-e593-455d-8939-8c0369970666_2,DEBY_LOD2_4906093_8274f95e-346f-445d-8621-5dcef7fa2a8c,DEBY_LOD2_4906091_67dc6b6b-802b-4fd9-87be-a413383f7e5d,DEBY_LOD2_4906088_0b7e1194-e169-4a56-8de4-20c23432757e,DEBY_LOD2_4906094_d66f1445-b9ca-45fa-a4fc-b237e2cb3529_2,DEBY_LOD2_4906600_13179666-c3fe-47ac-b09f-d69d15220b12,DEBY_LOD2_4906087_97d04b98-5929-4b1f-bd02-218a1c716725,DEBY_LOD2_4906095_87809616-942b-4ab3-9da2-b302d41f3d45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906090_a785fd50-a505-47c3-a29e-6fd3d95a8c46_2,DEBY_LOD2_52670891_f62b9d1a-f206-41f3-916d-4954598d1f90,DEBY_LOD2_4904874_e1c6823e-4954-4a70-b3ee-a26b02670af9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85513483,1.0,DEBY_LOD2_4906602_cac488cc-dda4-4c7c-8799-b28e4db4f14d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w463528796,1.0,DEBY_LOD2_4906100_c114b4e8-deb7-4497-a8b3-427d73f4e777_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_52670891_f62b9d1a-f206-41f3-916d-4954598d1f90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85513552,1.0,DEBY_LOD2_4906603_47e16e63-221b-4b67-9432-3e060ad419bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85513561,1.0,DEBY_LOD2_4906603_47e16e63-221b-4b67-9432-3e060ad419bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1274416,5.0,DEBY_LOD2_4905608_92c859e5-5fbf-42f9-8f64-c8fb202153a3_2,DEBY_LOD2_4905610_83ca8f14-7c9d-4d02-9316-5636e8e0e971,DEBY_LOD2_4905607_c8a56dc7-7dc7-4547-9963-11258ce27265_2,DEBY_LOD2_59817_ca44e8b6-cecc-4daf-bd9e-3f3160deb1d0,DEBY_LOD2_4905609_805c77ed-0820-44d5-9f89-bfc4775c0412_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1274417,3.0,DEBY_LOD2_4905606_052599b5-57d6-4bf7-a7d0-b538c2d2c89d_2,DEBY_LOD2_4905604_815421d4-3c47-49e2-8328-7267e51b1e2b_2,DEBY_LOD2_4905605_14e29e06-e484-463d-93d2-3a142cc618a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1274418,2.0,DEBY_LOD2_4905603_bb7727cb-5ae2-419c-a0d2-57ff71746eec_2,DEBY_LOD2_4905602_54a4d063-8fbb-405b-8ced-60a78cd68c84_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85513482,1.0,DEBY_LOD2_59816_e43bd244-a758-4643-8fc1-1805bf094a75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w87406545,6.0,DEBY_LOD2_4905616_65bada62-5d1c-44fb-9f0e-76a9f9d7c7d4_2,DEBY_LOD2_4905613_fb15b5b0-61e6-4c97-b6f6-2a8665d898ad,DEBY_LOD2_4906667_a4115490-82f5-4c8e-821a-610b5b8e5bae,DEBY_LOD2_4906668_9a12dd6a-f018-4a1e-99da-7f40aaa32898,DEBY_LOD2_4905615_5bee990c-d633-4dcb-8813-2e53b44a590f,DEBY_LOD2_4905614_df88fcc1-a082-44ca-a7d9-cfe3977a0d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1300197,1.0,DEBY_LOD2_4905617_bb8ae2c8-d5b0-4ffb-8907-e98674b67d4d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w87406496,1.0,DEBY_LOD2_4905624_6d16a61c-9eec-4d1c-bf20-4c111893b201_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905637_78b6d9b1-afa5-4a3b-ac5d-900ee81db0e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1309982,4.0,DEBY_LOD2_4906515_119464ed-f299-4bad-9773-3f5f456a0991,DEBY_LOD2_4906522_c6c0433c-5ff0-4ade-a495-47123176d34e,DEBY_LOD2_4906525_4601aa24-a759-4d5a-9502-e8f08f1a05cf,DEBY_LOD2_4906521_bf23e3e8-347e-4e19-ae74-cf45a905bf02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906524_d8211e04-bd93-494f-a3c8-dfd95248d133,DEBY_LOD2_4906508_da4ddf95-ad81-4bed-b0d9-89ab69b142ff_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w88550568,5.0,DEBY_LOD2_4906510_fbceb2a5-ae58-4de2-a88c-4d379c73a145,DEBY_LOD2_4906937_83ee05bf-5140-483b-9779-ad87cd82a5af,DEBY_LOD2_104584479_05391b58-325c-4ade-b5c9-1c36c0f6eedc_2,DEBY_LOD2_4906939_d997a206-f183-4f35-bb9b-19a5457d9d1b,DEBY_LOD2_4906938_3b96e9c2-81bd-444f-980c-5b4ad10b61c0_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906940_b61482aa-9c1f-47ec-a762-fbd19d86ee2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w88550567,2.0,DEBY_LOD2_60209_b628114f-b069-490e-9f06-f763f821d888,DEBY_LOD2_104584430_65d6dab0-0193-4369-b250-3ccba30b359c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906943_65e95324-4c4f-40af-9585-f1c8ff4a0fe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w239359876,1.0,DEBY_LOD2_4906520_de7faeec-cba8-4732-a7ea-80084a666b24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1344490,2.0,DEBY_LOD2_4903990_137165d1-f235-4bdb-975f-44dbf31b8df9,DEBY_LOD2_4903989_029bbd6a-72f0-43f7-9ea4-ab1b90b8ee13_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908376,4.0,DEBY_LOD2_4903986_f40e9433-f442-441a-ac8e-1b5805c362d0,DEBY_LOD2_4903983_6ab654b3-e5c4-4ec5-a0c1-35b63117d33a_2,DEBY_LOD2_4903984_c575a16e-9712-4fd7-8dc7-321fdaebbeb3,DEBY_LOD2_4903982_b34a4cb8-27c1-4e63-bbb1-0630b7ead67d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1344491,4.0,DEBY_LOD2_4906168_cb64e379-f735-4cc7-ae1e-36773e94ad8f_2,DEBY_LOD2_4906169_4c2c1c3e-6f00-4249-8e43-299459915c5c,DEBY_LOD2_4906172_8afdb43a-4b9e-4686-84f6-1d239aa23562,DEBY_LOD2_4906161_3cc77c67-2bb5-4844-b531-fc9eb5aee027_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_60197_6f409374-d3e0-4f1b-9d14-aa8b005b82f2,DEBY_LOD2_4906173_a9563e32-3466-434e-a95f-5ebb35d0be79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908425,5.0,DEBY_LOD2_4906170_da22ecd9-fc4f-4a2b-8cf2-05e10cf334c5,DEBY_LOD2_4906163_c5616390-3dbb-44e2-80ed-9bc6459917b1,DEBY_LOD2_4906162_a39a6ac0-22e8-4a96-83d9-8dd73ec28bcd,DEBY_LOD2_4906171_b06ddd31-821b-4d62-afea-5c9060ccd10a,DEBY_LOD2_4906167_1ddc9c5b-52e4-4f9e-86e9-7f15a0444254_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906164_3e14d689-a6bf-4313-9e9f-a1f7a3c8702b,DEBY_LOD2_4906166_f1169d63-59cb-4fa1-bce0-9719bd370379,DEBY_LOD2_4906165_81cd6aa7-a0ab-4b22-b949-3c6adccfcd81_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95545823,2.0,DEBY_LOD2_4905562_595f0b03-7b92-44ac-b992-9d1b67795600_2,DEBY_LOD2_4958174_e02dfd6b-e56c-49fe-9e49-15d6050da855_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905561_82b82aba-10b3-4f4d-a6ad-2ae7e684c03d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1380364,1.0,DEBY_LOD2_107801165_14e514b1-ad48-4126-941c-f663973e014c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905561_82b82aba-10b3-4f4d-a6ad-2ae7e684c03d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95545773,1.0,DEBY_LOD2_107801165_14e514b1-ad48-4126-941c-f663973e014c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905561_82b82aba-10b3-4f4d-a6ad-2ae7e684c03d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95689659,1.0,DEBY_LOD2_107801165_14e514b1-ad48-4126-941c-f663973e014c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905561_82b82aba-10b3-4f4d-a6ad-2ae7e684c03d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w95689673,1.0,DEBY_LOD2_107801165_14e514b1-ad48-4126-941c-f663973e014c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4905561_82b82aba-10b3-4f4d-a6ad-2ae7e684c03d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1477955,5.0,DEBY_LOD2_4956961_6aaf3939-3cc2-46d8-92fc-35bf0dbb55bb_2,DEBY_LOD2_4956962_9b313cd7-779e-4340-917b-19c5283a861e,DEBY_LOD2_4956957_e9d56a9b-4566-48e2-94f3-4bd138fa417b_2,DEBY_LOD2_4956960_b2cb5804-ec36-4d20-9b29-c445388824c0,DEBY_LOD2_4956963_e69c6906-1c69-4319-94f1-199fc25d73a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_59776_33f56184-c857-488b-a795-3428ea598858,DEBY_LOD2_4956939_1f3e74d4-da8d-4e81-b3f2-1f25c2e1deca,DEBY_LOD2_107807103_6b3a7785-e8cc-4b7d-b373-ba7de22c98a6_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91268700,1.0,DEBY_LOD2_4956940_9bab5adf-a38e-45aa-ac89-bcc042d52fb3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956939_1f3e74d4-da8d-4e81-b3f2-1f25c2e1deca,DEBY_LOD2_4956934_bdc538b3-6a28-438e-b132-05fae0200e7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w38484490,15.0,DEBY_LOD2_4956951_8959deb0-d2bf-4f75-b183-8c321832fe47_2,DEBY_LOD2_4956956_4403ac40-ef09-470c-8898-868012a9685f,DEBY_LOD2_4956950_439f643b-fef0-4bbd-b00e-993a8d1886e4_2,DEBY_LOD2_4956942_465e7614-19ea-43cf-a3b1-06a0d00acb2a_2,DEBY_LOD2_107807689_528aecc9-ee75-4325-bc6e-fbf9d6774f82_2,DEBY_LOD2_4956944_4b54743f-a1fa-4ee9-9472-33bb5c7eb3f8,DEBY_LOD2_59775_f493028c-cc62-4cdc-9e90-459f6c60c6c9,DEBY_LOD2_4956948_441fc400-fabb-4814-a8fa-9c12218e699c,DEBY_LOD2_4956947_61b47207-90f8-4224-9388-6ea2739f330b_2,DEBY_LOD2_4956945_876ec385-7fbe-4c96-9e5f-287c8dbbe923_2,DEBY_LOD2_4956955_4552f55c-5df2-416f-9f74-f815a8d5aa6a_2,DEBY_LOD2_4956949_e45572d6-08f5-4a3c-8d79-2700c8a8247b,DEBY_LOD2_4956954_ebce9bcb-6bc6-40c5-b738-d2a1527d40df_2,DEBY_LOD2_4956952_260bc519-4e4b-4089-a36b-85a01c4df8e8_2,DEBY_LOD2_4956946_48bbc1bc-e061-462a-bb60-e2989dc96db1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956943_5ff57b81-f856-4c8b-bbb9-c5c7ab90d8f5_2,DEBY_LOD2_4956953_9809cb0e-8747-490a-b21d-f880deaa442f_2,DEBY_LOD2_4958220_1d69ab18-77d8-4293-9082-b04a42e901ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106463822,5.0,DEBY_LOD2_4907606_08c4d67f-6051-4e1b-8a86-b09d6157c07d,DEBY_LOD2_60130_101ce976-d27c-47bb-8a54-9b4daacaf7bd,DEBY_LOD2_4907605_47b72bdb-9a8d-462d-a0a4-346e3edb02da,DEBY_LOD2_4907607_1c8ce360-4f98-4424-ac16-29471fe0a409,DEBY_LOD2_4907604_6c02dac3-75df-4bf2-814c-47540f820dcf_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1518179,3.0,DEBY_LOD2_4907613_cacd9d39-1048-4b8a-b709-1465788e2d95_2,DEBY_LOD2_4907599_4c6d5f45-83e4-4545-9c8d-390c269aa955_2,DEBY_LOD2_4907610_fe239a7d-2688-4b9f-a4f2-baa3698556e2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4907612_a74bd3fe-f728-4f38-8dc5-cae9249b0e2f,DEBY_LOD2_4907611_7f21ef8a-b18b-439b-842b-61a6aa5a8180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106463839,1.0,DEBY_LOD2_4907600_b1da1c0d-ff56-42f9-9cf8-97a998c8ac8a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106463843,1.0,DEBY_LOD2_4907597_9c653c7b-5990-40ab-a09a-7aa3ca403b44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4908382_ec55cecc-ae7d-4128-9ca1-706b97e19bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w504450117,1.0,DEBY_LOD2_107195973_b6ebd10c-066f-4868-902c-05a3804ea774_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w504450116,1.0,DEBY_LOD2_107197700_b5d9ce00-d614-4252-a29c-a4034f4945aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1535784,7.0,DEBY_LOD2_4908508_c6327b4c-555d-4a88-98f2-662b613b50aa,DEBY_LOD2_4907917_dc56caf3-0dad-4341-a208-54d4ad8917ec_2,DEBY_LOD2_4908509_a43e5be9-aed9-491a-8204-dc0e4d3de409,DEBY_LOD2_4908510_8f037c9d-48ae-4ca5-96b6-096b3f97b327,DEBY_LOD2_60162_9579e5b2-8819-43c1-92b2-357b8f3aeb0f,DEBY_LOD2_4907920_4fe31f47-8509-40e0-af1b-e92a060f94c4,DEBY_LOD2_42364921_e57aa71c-9699-4ead-b2f1-2ee5b4123a94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w433984306,1.0,DEBY_LOD2_4907917_dc56caf3-0dad-4341-a208-54d4ad8917ec_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w79619566,1.0,DEBY_LOD2_4907919_9cd33f22-facb-45d8-9435-46cae0a66a2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108010286,7.0,DEBY_LOD2_4907939_ca7bb61b-fa28-4429-835b-f2f669108388_2,DEBY_LOD2_4907938_f44320b8-6b9e-45a1-909b-9ebddb31ae1d_2,DEBY_LOD2_4907944_5de6d7fc-54a9-4dc0-8c2d-e2a12a0b0df1,DEBY_LOD2_4907940_5d711e2b-39e1-467f-a5e3-3cdc5286cdb6,DEBY_LOD2_60164_8856b419-7554-4c2f-a0a0-c065463431c8,DEBY_LOD2_4907945_a4a1ece4-795b-4080-886c-5673921fc144,DEBY_LOD2_4907946_8cae7b9e-a34e-4bd6-bfd0-4d306e9c4d07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w79619569,3.0,DEBY_LOD2_4907909_9cfcf90c-c340-4bf8-963d-e48dc9a0ff99,DEBY_LOD2_60160_f98a4116-4fe8-4f1b-bb88-70af01d7829a,DEBY_LOD2_4907910_54d47823-db21-4a8e-b53d-bf8f75889aec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w57691464,1.0,DEBY_LOD2_4907947_a3d5b203-746c-4772-8ece-05070ed0f801_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1601100,6.0,DEBY_LOD2_4906362_52b12fb0-726b-470f-826b-fcda9d6101f4,DEBY_LOD2_4906356_6883144b-951e-4ef1-856b-4158d1a255d7,DEBY_LOD2_4906357_8ff7a2d8-ab55-4319-a5ca-586c8059d406_2,DEBY_LOD2_4906358_6f84ccda-c6ab-4ae7-b161-703090efd40c_2,DEBY_LOD2_4906363_793a42d7-cd4f-4b53-88cd-2fffd4aa7b9c_2,DEBY_LOD2_4906364_f956c4a9-3857-4851-91ae-2025e7bd3b11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114682012,2.0,DEBY_LOD2_4906359_798ce0db-a3a7-45d5-a32b-e1384f953600,DEBY_LOD2_4906903_691f6f11-25a9-43c0-98d1-ea082d8de5c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906905_c6121148-c5b7-4edb-9212-0d9a6d7c3edb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1653156,16.0,DEBY_LOD2_4954925_8cc05cb3-4f98-4a78-81b9-04c342ddb553,DEBY_LOD2_4954919_06f45294-8e87-4bcd-bb74-9580dbc4202f,DEBY_LOD2_4954908_b9f23850-f89d-480a-af5a-5abe934f4151,DEBY_LOD2_4954912_5cbc83b4-eb34-489d-93ac-29b65199ae8d_2,DEBY_LOD2_4954903_90e5d345-6bd6-4e0d-a9f1-af792a4c1577,DEBY_LOD2_4954902_45e6afa9-332d-4349-bcb9-5de39ca5d4ec,DEBY_LOD2_63913732_38ce5003-a10c-439f-916f-a4576dd0b661_2,DEBY_LOD2_4954905_8a806641-0200-4fc1-a27f-040534351ac0,DEBY_LOD2_4954900_93756bd7-f51c-4216-97b8-3ae33c79d6a3,DEBY_LOD2_4954906_9a1d6f62-0341-411c-bd68-b3095a19daf0,DEBY_LOD2_4954904_e839fc52-632c-4a71-9908-9637004d9998_2,DEBY_LOD2_4954924_ea16c2b3-278d-4eb8-b24b-0b260647e9e8_2,DEBY_LOD2_4954911_afedadde-2bab-41f5-a62d-4686675665b8,DEBY_LOD2_4954909_79dcd490-e076-47af-b06a-da9e3cccdde3,DEBY_LOD2_4954913_045b8d6a-74a2-4d8d-a797-d68df291df14_2,DEBY_LOD2_4954901_0e0c68ef-8fa8-41b2-bceb-ab1d8ead2c9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4954910_41262030-6608-44ee-850f-e04f02f4ea1f_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w93979498,1.0,DEBY_LOD2_4954899_8542508c-01b7-476b-a84f-7400001b00c8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55802676,1.0,DEBY_LOD2_4954917_0c77b6ae-de51-4a38-a163-0685a208333d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4954916_f977921a-fcab-4aa1-a5b9-39548967058b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1665184,5.0,DEBY_LOD2_59823_37d8ad28-8f07-4b4b-b24b-184e51e7a5fe,DEBY_LOD2_4954850_1438df63-ea54-4741-be3e-4a1545b59d0f,DEBY_LOD2_4954851_9f80bb19-658d-46f7-9a5c-248bbfc96f50,DEBY_LOD2_4954849_d16d07f0-234c-457b-8338-e92600fa9ac8,DEBY_LOD2_4954852_bde4a4c5-6b43-4fb7-a903-a5b0eec3b196_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_59824_a256084c-ea75-4a51-8135-608c105b0c4b,DEBY_LOD2_4956191_cf54cd1e-4b35-46a4-805f-12c509199bec_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235164,1.0,DEBY_LOD2_4954853_c02be90c-fa3c-4cec-937a-40b53c1a92a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956191_cf54cd1e-4b35-46a4-805f-12c509199bec_2,DEBY_LOD2_42364863_5ea5c9e2-0ba7-463c-87b9-4db2982e78cd,DEBY_LOD2_59824_a256084c-ea75-4a51-8135-608c105b0c4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1665185,3.0,DEBY_LOD2_4903799_59297d8b-294b-4dcf-ac07-45adc58619e1,DEBY_LOD2_4903797_16a9a943-fb40-4273-9595-560e220af3d1_2,DEBY_LOD2_4903796_45002f78-27cd-472f-9b53-207f349efa22_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4903798_af72e03c-b6fa-41dc-b2a6-a445579899ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1665186,3.0,DEBY_LOD2_59827_84540570-bf5c-4f91-ab70-c2b552c60c54,DEBY_LOD2_4954891_253808e5-711e-4e6f-9d9a-ce4cd0ebea0f_2,DEBY_LOD2_4954892_f1cc37bc-9e35-493a-a1c4-1ae909860e45_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w93979548,2.0,DEBY_LOD2_4954889_96de2a2d-d229-4d39-b6c9-f935e114d657,DEBY_LOD2_4954887_9b74f64b-ff1f-4399-8893-cd860e8ec1d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42757977_b1217e20-d182-43fa-93c0-8478fe26b08d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w93979546,1.0,DEBY_LOD2_4954898_5d3f0b11-d6f7-4bb9-a701-2ac6937d96f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
